METER,2010-10-28 22:14:48,1429.44,29.28
DEMAND1,2010-10-28 22:15:00,1429.50,30.46
DEMAND1,2010-10-28 22:29:54,1436.31,30.69
METER,2010-10-28 22:29:57,1436.31,30.69
DEMAND1,2010-10-28 22:44:44,1443.69,29.82
METER,2010-10-28 22:44:46,1443.69,29.82
DEMAND1,2010-10-28 22:59:49,1451.19,30.21
METER,2010-10-28 22:59:52,1451.19,30.21
DEMAND1,2010-10-28 23:14:53,1458.88,29.76
METER,2010-10-28 23:14:56,1458.88,29.76
DEMAND1,2010-10-28 23:29:51,1465.94,29.34
METER,2010-10-28 23:29:54,1465.94,29.34
METER,2010-10-28 23:44:47,1471.63,16.45
DEMAND1,2010-10-28 23:45:01,1471.69,14.18
DEMAND1,2010-10-28 23:59:52,1475.44,18.30
METER,2010-10-28 23:59:54,1475.44,18.30
DEMAND1,2010-10-29 00:14:47,1478.00,10.72
METER,2010-10-29 00:14:50,1478.00,10.72
DEMAND1,2010-10-29 00:29:49,1480.50,9.98
METER,2010-10-29 00:29:51,1480.50,9.98
DEMAND1,2010-10-29 00:44:44,1483.56,12.03
METER,2010-10-29 00:44:48,1483.56,12.03
DEMAND1,2010-10-29 00:59:54,1486.75,12.96
METER,2010-10-29 00:59:57,1486.75,12.96
DEMAND1,2010-10-29 01:14:50,1490.06,12.03
METER,2010-10-29 01:14:53,1490.06,12.03
DEMAND1,2010-10-29 01:29:45,1493.25,12.06
METER,2010-10-29 01:29:49,1493.25,12.06
DEMAND1,2010-10-29 01:44:56,1496.44,12.48
METER,2010-10-29 01:44:59,1496.44,12.48
DEMAND1,2010-10-29 01:59:49,1499.75,13.82
METER,2010-10-29 01:59:52,1499.75,13.82
DEMAND1,2010-10-29 02:14:58,1503.25,14.75
METER,2010-10-29 02:15:01,1503.25,14.75
METER,2010-10-29 02:29:47,1506.50,13.31
DEMAND1,2010-10-29 02:30:00,1506.56,13.06
DEMAND1,2010-10-29 02:44:53,1510.00,12.67
METER,2010-10-29 02:44:56,1510.00,12.67
METER,2010-10-29 02:59:47,1513.44,13.73
DEMAND1,2010-10-29 03:00:00,1513.44,13.89
METER,2010-10-29 03:14:46,1516.75,13.44
DEMAND1,2010-10-29 03:15:00,1516.81,12.64
DEMAND1,2010-10-29 03:29:47,1520.19,13.09
METER,2010-10-29 03:29:49,1520.19,13.09
DEMAND1,2010-10-29 03:44:48,1523.63,14.69
METER,2010-10-29 03:44:51,1523.63,14.69
DEMAND1,2010-10-29 03:59:49,1527.38,14.11
METER,2010-10-29 03:59:52,1527.38,14.11
DEMAND1,2010-10-29 04:14:52,1530.81,13.79
METER,2010-10-29 04:14:55,1530.81,13.79
DEMAND1,2010-10-29 04:29:50,1533.94,13.09
METER,2010-10-29 04:29:53,1533.94,13.09
DEMAND1,2010-10-29 04:44:49,1537.19,12.16
METER,2010-10-29 04:44:52,1537.19,12.16
DEMAND1,2010-10-29 04:59:51,1540.31,13.76
METER,2010-10-29 04:59:54,1540.31,13.76
DEMAND1,2010-10-29 05:14:57,1543.50,13.06
METER,2010-10-29 05:15:00,1543.50,13.06
DEMAND1,2010-10-29 05:29:59,1546.44,11.55
METER,2010-10-29 05:30:02,1546.44,11.55
DEMAND1,2010-10-29 05:44:56,1549.38,12.10
METER,2010-10-29 05:44:59,1549.38,12.10
DEMAND1,2010-10-29 05:59:49,1552.25,11.74
METER,2010-10-29 05:59:52,1552.25,11.74
DEMAND1,2010-10-29 06:14:48,1555.25,11.78
METER,2010-10-29 06:14:51,1555.25,11.78
DEMAND1,2010-10-29 06:29:47,1558.25,12.26
METER,2010-10-29 06:29:50,1558.25,12.26
DEMAND1,2010-10-29 06:44:55,1561.19,11.65
METER,2010-10-29 06:44:58,1561.19,11.65
DEMAND1,2010-10-29 06:59:53,1564.13,12.19
METER,2010-10-29 06:59:56,1564.13,12.19
DEMAND1,2010-10-29 07:14:48,1567.06,11.62
METER,2010-10-29 07:14:51,1567.06,11.62
DEMAND1,2010-10-29 07:29:53,1570.19,11.84
METER,2010-10-29 07:29:56,1570.19,11.84
DEMAND1,2010-10-29 07:44:59,1573.19,11.87
METER,2010-10-29 07:45:02,1573.19,11.87
DEMAND1,2010-10-29 07:59:55,1576.13,11.33
METER,2010-10-29 07:59:58,1576.13,11.33
METER,2010-10-29 08:14:47,1578.88,11.46
DEMAND1,2010-10-29 08:14:59,1578.94,11.39
METER,2010-10-29 08:29:49,1581.88,13.54
DEMAND1,2010-10-29 08:30:01,1581.88,13.57
DEMAND1,2010-10-29 08:44:48,1584.88,11.78
METER,2010-10-29 08:44:51,1584.88,11.78
DEMAND1,2010-10-29 08:59:50,1587.88,12.26
METER,2010-10-29 08:59:53,1587.88,12.26
DEMAND1,2010-10-29 09:14:51,1591.75,16.29
METER,2010-10-29 09:14:54,1591.75,16.29
DEMAND1,2010-10-29 09:29:47,1595.69,16.00
METER,2010-10-29 09:29:50,1595.69,16.00
DEMAND1,2010-10-29 09:44:58,1599.63,16.16
METER,2010-10-29 09:45:01,1599.63,16.16
DEMAND1,2010-10-29 09:59:55,1606.56,27.52
METER,2010-10-29 09:59:58,1606.56,27.52
DEMAND1,2010-10-29 10:14:46,1613.38,27.97
METER,2010-10-29 10:14:49,1613.38,27.97
DEMAND1,2010-10-29 10:29:53,1620.44,27.97
METER,2010-10-29 10:29:56,1620.44,27.97
METER,2010-10-29 10:44:47,1627.31,27.90
DEMAND1,2010-10-29 10:45:01,1627.44,27.87
METER,2010-10-29 10:59:48,1634.31,28.00
DEMAND1,2010-10-29 11:00:01,1634.44,28.00
DEMAND1,2010-10-29 11:14:51,1641.44,28.54
METER,2010-10-29 11:14:54,1641.44,28.54
DEMAND1,2010-10-29 11:29:58,1648.63,29.28
METER,2010-10-29 11:30:01,1648.63,29.28
DEMAND1,2010-10-29 11:44:50,1655.94,29.38
METER,2010-10-29 11:44:53,1655.94,29.38
METER,2010-10-29 11:59:47,1663.31,29.44
DEMAND1,2010-10-29 12:00:01,1663.50,29.09
DEMAND1,2010-10-29 12:14:52,1671.25,33.18
METER,2010-10-29 12:14:55,1671.25,33.18
DEMAND1,2010-10-29 12:29:54,1678.75,29.66
METER,2010-10-29 12:29:57,1678.75,29.66
METER,2010-10-29 12:44:48,1686.06,28.45
DEMAND1,2010-10-29 12:45:00,1686.25,28.54
DEMAND1,2010-10-29 12:59:50,1693.63,30.27
METER,2010-10-29 12:59:53,1693.63,30.27
DEMAND1,2010-10-29 13:14:59,1701.06,28.35
METER,2010-10-29 13:15:02,1701.06,28.35
DEMAND1,2010-10-29 13:28:54,1707.81,28.35
METER,2010-10-29 13:29:50,1707.81,28.35
DEMAND1,2010-10-29 13:44:52,1715.63,28.10
METER,2010-10-29 13:44:55,1715.63,28.10
DEMAND1,2010-10-29 13:59:59,1723.19,28.51
METER,2010-10-29 14:00:02,1723.19,28.51
DEMAND1,2010-10-29 14:14:55,1730.50,28.00
METER,2010-10-29 14:14:58,1730.50,28.00
DEMAND1,2010-10-29 14:29:55,1737.75,28.29
METER,2010-10-29 14:29:58,1737.75,28.29
DEMAND1,2010-10-29 14:44:51,1745.06,28.70
METER,2010-10-29 14:44:54,1745.06,28.70
DEMAND1,2010-10-29 14:59:08,1751.94,28.26
METER,2010-10-29 14:59:46,1751.94,28.26
METER,2010-10-29 15:14:48,1759.19,28.42
DEMAND1,2010-10-29 15:15:01,1759.75,28.38
DEMAND1,2010-10-29 15:29:47,1767.06,28.70
METER,2010-10-29 15:29:50,1767.06,28.70
DEMAND1,2010-10-29 15:44:56,1775.13,28.35
METER,2010-10-29 15:44:59,1775.13,28.35
DEMAND1,2010-10-29 15:59:49,1782.50,28.58
METER,2010-10-29 15:59:53,1782.50,28.58
METER,2010-10-29 16:14:47,1789.75,28.16
DEMAND1,2010-10-29 16:15:00,1789.94,34.50
