DEMAND1,2010-10-25 20:44:55,18.13,2.69
METER,2010-10-25 20:44:59,18.13,2.69
DEMAND1,2010-10-25 20:59:48,18.75,2.75
METER,2010-10-25 20:59:51,18.75,2.75
DEMAND1,2010-10-25 21:14:58,19.38,2.14
METER,2010-10-25 21:15:01,19.38,2.14
DEMAND1,2010-10-25 22:59:56,22.88,1.66
METER,2010-10-25 22:59:59,22.88,1.66
DEMAND1,2010-10-25 23:14:42,23.31,1.28
METER,2010-10-25 23:14:45,23.31,1.28
DEMAND1,2010-10-25 23:29:52,23.69,1.57
METER,2010-10-25 23:29:56,23.69,1.57
DEMAND1,2010-10-25 23:44:43,24.13,1.73
METER,2010-10-25 23:44:47,24.13,1.73
DEMAND1,2010-10-25 23:59:54,24.56,1.79
METER,2010-10-25 23:59:57,24.56,1.79
DEMAND1,2010-10-26 00:14:47,25.00,1.25
METER,2010-10-26 00:14:51,25.00,1.25
METER,2010-10-26 00:29:43,25.31,1.31
DEMAND1,2010-10-26 00:29:59,25.38,1.34
DEMAND1,2010-10-26 00:44:49,25.75,2.02
METER,2010-10-26 00:44:53,25.75,2.02
METER,2010-10-26 00:59:44,26.38,2.30
DEMAND1,2010-10-26 01:00:01,26.38,2.37
DEMAND1,2010-10-26 01:14:53,26.88,1.76
METER,2010-10-26 01:14:56,26.88,1.76
DEMAND1,2010-10-26 01:29:44,27.31,1.63
METER,2010-10-26 01:29:47,27.31,1.63
DEMAND1,2010-10-26 01:44:55,27.88,2.27
METER,2010-10-26 01:44:58,27.88,2.27
DEMAND1,2010-10-26 01:59:44,28.44,1.89
METER,2010-10-26 01:59:47,28.44,1.89
DEMAND1,2010-10-26 02:14:55,28.81,1.18
METER,2010-10-26 02:14:58,28.81,1.18
DEMAND1,2010-10-26 02:29:44,29.13,1.82
METER,2010-10-26 02:29:47,29.13,1.82
DEMAND1,2010-10-26 02:44:54,29.63,1.98
METER,2010-10-26 02:44:57,29.63,1.98
DEMAND1,2010-10-26 02:59:44,30.13,1.76
METER,2010-10-26 02:59:47,30.13,1.76
DEMAND1,2010-10-26 03:14:55,30.44,1.57
METER,2010-10-26 03:14:58,30.44,1.57
DEMAND1,2010-10-26 03:29:45,30.88,2.18
METER,2010-10-26 03:29:49,30.88,2.18
DEMAND1,2010-10-26 03:44:55,31.38,2.02
METER,2010-10-26 03:44:58,31.38,2.02
DEMAND1,2010-10-26 03:59:46,31.81,1.60
METER,2010-10-26 03:59:49,31.81,1.60
DEMAND1,2010-10-26 04:14:57,32.25,1.60
METER,2010-10-26 04:15:00,32.25,1.60
DEMAND1,2010-10-26 04:29:46,32.75,2.14
METER,2010-10-26 04:29:50,32.75,2.14
DEMAND1,2010-10-26 04:44:57,33.25,2.14
METER,2010-10-26 04:45:00,33.25,2.14
DEMAND1,2010-10-26 04:59:47,33.75,2.18
METER,2010-10-26 04:59:50,33.75,2.18
DEMAND1,2010-10-26 05:14:57,34.38,2.66
METER,2010-10-26 05:15:00,34.38,2.66
DEMAND1,2010-10-26 05:29:48,35.06,2.94
METER,2010-10-26 05:29:51,35.06,2.94
DEMAND1,2010-10-26 05:44:58,35.69,2.14
METER,2010-10-26 05:45:01,35.69,2.14
DEMAND1,2010-10-26 05:59:48,36.25,2.05
METER,2010-10-26 05:59:52,36.25,2.05
DEMAND1,2010-10-26 06:14:59,36.81,2.18
METER,2010-10-26 06:15:02,36.81,2.18
DEMAND1,2010-10-26 06:29:49,37.25,1.60
METER,2010-10-26 06:29:52,37.25,1.60
DEMAND1,2010-10-26 06:44:59,37.69,1.50
METER,2010-10-26 06:45:02,37.69,1.50
DEMAND1,2010-10-26 06:59:49,38.13,2.11
METER,2010-10-26 06:59:52,38.13,2.11
METER,2010-10-26 07:14:45,38.63,1.79
DEMAND1,2010-10-26 07:15:01,38.63,2.62
DEMAND1,2010-10-26 07:29:51,38.94,1.41
METER,2010-10-26 07:29:55,38.94,1.41
METER,2010-10-26 07:44:44,39.44,2.05
DEMAND1,2010-10-26 07:45:01,39.44,2.88
DEMAND1,2010-10-26 07:59:51,40.00,2.14
METER,2010-10-26 07:59:54,40.00,2.14
DEMAND1,2010-10-26 08:14:43,40.38,1.50
METER,2010-10-26 08:14:46,40.38,1.50
DEMAND1,2010-10-26 08:29:52,40.75,2.05
METER,2010-10-26 08:29:55,40.75,2.05
DEMAND1,2010-10-26 08:44:42,41.25,1.98
METER,2010-10-26 08:44:45,41.25,1.98
