2012-11-09 07:14:43,\N,DeltaT1CoolingZoneNotSpec
2010-10-26 23:14:58,2010-10-26 23:29:48,ZoneOutOfSpec
2010-10-27 11:59:50,2010-10-29 01:44:44,ZoneOutOfSpec
2010-10-29 07:00:01,2010-10-30 00:29:54,ZoneOutOfSpec
2010-10-30 06:59:50,2010-10-31 02:44:49,ZoneOutOfSpec
2010-10-31 08:00:00,2010-11-02 23:29:56,ZoneOutOfSpec
2010-11-03 06:59:48,2010-11-03 23:29:47,ZoneOutOfSpec
2010-11-04 06:59:47,2010-11-04 14:44:58,ZoneOutOfSpec
2010-11-07 00:44:59,2010-11-07 01:00:00,DATACHECK
2010-11-07 00:59:48,2010-11-07 01:14:43,DATACHECK
2010-11-07 00:59:49,2010-11-07 01:14:44,DATACHECK
2010-11-07 00:59:52,2010-11-07 01:14:46,DATACHECK
2010-11-07 00:59:53,2010-11-07 01:14:48,DATACHECK
2010-11-07 00:59:56,2010-11-07 01:14:50,DATACHECK
2010-11-07 00:59:58,2010-11-07 01:14:52,DATACHECK
2010-11-07 00:59:42,2010-11-07 01:14:56,DATACHECK
2010-11-07 00:59:43,2010-11-07 01:14:56,DATACHECK
2010-11-07 00:59:42,2010-11-07 01:14:56,DATACHECK
2010-11-07 00:59:42,2010-11-07 01:14:56,DATACHECK
2010-11-07 00:59:42,2010-11-07 01:14:56,DATACHECK
2010-11-07 00:59:44,2010-11-07 01:14:57,DATACHECK
2010-11-07 00:59:59,2010-11-07 01:14:58,DATACHECK
2010-11-07 00:59:59,2010-11-07 01:14:58,DATACHECK
2010-11-07 00:59:59,2010-11-07 01:14:58,DATACHECK
2010-11-07 00:59:45,2010-11-07 01:14:58,DATACHECK
2010-11-07 00:59:46,2010-11-07 01:14:59,DATACHECK
2010-11-07 00:59:47,2010-11-07 01:15:00,DATACHECK
2010-11-08 18:30:00,2010-11-08 21:29:42,DeltaT1CoolingZoneInSpec
2010-11-08 14:14:52,2010-11-09 03:14:43,DeltaT1CoolingZoneInSpec
