2012-07-03 14:49:06,\N,DATACHECK
2012-09-20 08:59:56,\N,OSLSensorError
2012-11-09 13:29:44,\N,DeltaT2CoolingZoneInSpec
2010-10-31 22:59:51,2010-11-01 00:15:00,ZoneOutOfSpec
2010-10-31 21:57:38,2010-11-01 02:06:54,NOCOMMS
2010-11-01 07:59:49,2010-11-02 00:14:44,ZoneOutOfSpec
2010-11-02 07:59:45,2010-11-03 00:14:47,ZoneOutOfSpec
2010-11-03 15:29:45,2010-11-03 17:12:02,DATACHECK
2010-11-03 15:29:58,2010-11-03 17:12:02,DATACHECK
2010-11-03 15:29:58,2010-11-03 17:12:02,DATACHECK
2010-11-03 15:29:58,2010-11-03 17:12:02,DATACHECK
2010-11-03 15:29:45,2010-11-03 17:12:02,DATACHECK
2010-11-03 15:29:45,2010-11-03 17:12:02,DATACHECK
2010-11-03 15:29:45,2010-11-03 17:12:03,DATACHECK
2010-11-03 15:29:46,2010-11-03 17:12:03,DATACHECK
2010-11-03 15:30:00,2010-11-03 17:14:45,DATACHECK
2010-11-03 15:29:47,2010-11-03 17:14:50,DATACHECK
2010-11-03 15:29:50,2010-11-03 17:14:53,DATACHECK
2010-11-03 15:29:53,2010-11-03 17:14:56,DATACHECK
2010-11-03 15:29:55,2010-11-03 17:14:58,DATACHECK
2010-11-03 15:29:57,2010-11-03 17:15:00,DATACHECK
2010-11-03 12:44:50,2010-11-04 00:14:53,ZoneOutOfSpec
2010-11-04 08:45:00,2010-11-04 08:59:59,ZoneOutOfSpec
2010-11-04 11:29:52,2010-11-05 00:14:48,ZoneOutOfSpec
2010-11-05 13:44:53,2010-11-05 13:59:49,ZoneOutOfSpec
2010-11-05 14:14:47,2010-11-06 00:14:46,ZoneOutOfSpec
2010-11-06 17:44:53,2010-11-06 17:59:50,HvacSupplyBelowFreezing
2010-11-06 18:14:48,2010-11-06 18:29:46,HvacSupplyBelowFreezing
2010-11-06 18:44:44,2010-11-06 18:59:58,HvacSupplyBelowFreezing
