DEMAND1,2011-07-14 18:29:52,120.41,19.33
METER,2011-07-14 18:29:55,120.41,19.33
DEMAND1,2011-07-14 18:44:52,125.09,19.47
METER,2011-07-14 18:44:55,125.09,19.47
DEMAND1,2011-07-14 19:14:52,133.41,18.99
METER,2011-07-14 19:14:55,133.41,18.99
DEMAND1,2011-07-14 19:29:51,138.13,18.77
METER,2011-07-14 19:29:54,138.13,18.77
DEMAND1,2011-07-14 19:44:50,142.84,18.59
METER,2011-07-14 19:44:53,142.84,18.59
DEMAND1,2011-07-14 19:59:48,147.97,11.50
METER,2011-07-14 19:59:52,147.97,11.50
DEMAND1,2011-07-14 20:14:53,153.81,34.48
METER,2011-07-14 20:14:57,153.81,34.48
DEMAND1,2011-07-14 20:29:53,161.72,20.86
METER,2011-07-14 20:29:57,161.72,20.86
DEMAND1,2011-07-14 20:44:54,169.22,27.31
METER,2011-07-14 20:44:57,169.22,27.31
DEMAND1,2011-07-14 20:59:46,171.28,13.39
METER,2011-07-14 20:59:49,171.28,13.39
DEMAND1,2011-07-14 21:14:47,174.41,19.41
METER,2011-07-14 21:14:51,174.41,19.41
DEMAND1,2011-07-14 21:29:47,181.31,31.36
METER,2011-07-14 21:29:50,181.31,31.36
DEMAND1,2011-07-14 21:44:45,190.72,34.59
METER,2011-07-14 21:44:49,190.72,34.59
METER,2011-07-14 21:59:47,198.06,18.99
DEMAND1,2011-07-14 22:00:01,198.16,18.96
DEMAND1,2011-07-14 22:14:57,202.88,18.90
METER,2011-07-14 22:15:00,202.88,18.90
DEMAND1,2011-07-14 22:29:54,207.50,18.62
METER,2011-07-14 22:29:58,207.50,18.62
DEMAND1,2011-07-14 22:44:51,212.16,18.62
METER,2011-07-14 22:44:55,212.16,18.62
DEMAND1,2011-07-14 22:59:49,216.09,15.68
METER,2011-07-14 22:59:53,216.09,15.68
DEMAND1,2011-07-14 23:14:47,220.47,18.56
METER,2011-07-14 23:14:50,220.47,18.56
DEMAND1,2011-07-14 23:29:46,224.31,12.90
METER,2011-07-14 23:29:49,224.31,12.90
METER,2011-07-14 23:44:46,227.53,12.83
DEMAND1,2011-07-14 23:44:59,227.63,12.98
DEMAND1,2011-07-14 23:59:57,230.13,9.82
METER,2011-07-15 00:00:01,230.13,9.82
DEMAND1,2011-07-15 00:14:55,233.25,12.91
METER,2011-07-15 00:14:58,233.25,12.91
DEMAND1,2011-07-15 00:29:52,236.50,12.91
METER,2011-07-15 00:29:56,236.50,12.91
DEMAND1,2011-07-15 00:44:49,239.69,12.77
METER,2011-07-15 00:44:52,239.69,12.77
DEMAND1,2011-07-15 00:59:47,242.88,12.74
METER,2011-07-15 00:59:50,242.88,12.74
DEMAND1,2011-07-15 01:14:45,246.06,12.62
METER,2011-07-15 01:14:49,246.06,12.62
METER,2011-07-15 01:29:47,249.22,12.62
DEMAND1,2011-07-15 01:30:00,249.28,12.66
